soundcloud_name,song_name,genre,song_listens,timestamp,ig_handle,media_uploads,followers,following,engagement_rate,avg_likes,avg_comments
CHASE B,Chase B x Don Toliver feat. Gunna - Cafeteria,rap,3850000.0,2020-08-12 20:37:25.365000+00:00,ogchaseb,n/a,n/a,n/a,n/a,n/a,n/a
CHROMA,Head in Transit,ultimate,39,2020-08-13 03:21:34.701000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
CHVRCHES,Deliverance,indie,24000.0,2020-08-11 15:25:57.485000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
COLETON RUBIN,haircuT,indie,597,2020-08-11 00:51:25.803000+00:00,cltnrubn,6,568,501,14.04%,113.50,23.00
CRCL,TOXIC,ultimate,1660,2020-08-16 19:02:46.577000+00:00,crclxx,191,"1,553",680,7.73%,103.40,16.70
CRISTIAN GOMEZ VASQUEZ,"princesa de mis sueños, se ve tan mona",ultimate,8199,2020-08-14 03:11:29.011000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
CRUCAST,Skepsis & TS7 - Freak,ultimate,36000.0,2020-08-13 03:35:17.235000+00:00,crucast_,461,"53,677",109,2.62%,"1,332.16",75.56
CRi,Runaway,ultimate,8242,2020-08-16 19:07:54.776000+00:00,crimusic,105,"4,544",772,8.42%,354.70,27.90
CULTURE SHOCK,Visions,ultimate,10200.0,2020-08-13 03:35:33.777000+00:00,cultureshock,107,"30,298",579,6.25%,"1,852.65",42.30
CadetCadet,Advice,rap,244000.0,2020-08-12 20:28:33.594000+00:00,callmecadet,193,"529,486","1,296",10.56%,"54,572.90","1,333.80"
Caesars,Jerk It Out,indie,138000.0,2020-08-11 13:55:34.703000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Cake,The Distance,indie,140000.0,2020-08-11 14:16:09.560000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
CallMeGreen,(200 followers special)[Swapswap: Faithlessness] Phase 3: Skulliosis II (Ft. ZeroZX) [+FLP],ultimate,8563,2020-08-16 19:08:42.895000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Calum Scott Music,Dancing On My Own,indie,19100000.0,2020-08-11 01:32:28.211000+00:00,calumscott,"1,265","762,585",590,4.68%,"35,140.50",543.90
Camel,You Know That I Don't Play (Ft. Shiloh),indie,3696,2020-08-11 01:01:26.327000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Capoeira Angola,JULIANA NA AREIA,ultimate,597,2020-08-14 03:08:07.211000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Caribou.,Caribou - Can't Do Without You (Single),indie,25000.0,2020-08-11 02:59:16.024000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Carlo Kou,FREE PACK AGOSTO 2020 - CARLO KOU FT. AARON ROMERO,ultimate,3969,2020-08-16 19:11:13.570000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Carlos Evelio,RADIO SHACK VERANO 2014,indie,174,2020-08-11 02:52:27.798000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Cashh,Wag1 (feat. WSTRN),rap,16500.0,2020-08-12 19:29:56.509000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Cassyette,Suck It,ultimate,24,2020-08-13 14:58:25.270000+00:00,cassyette,70,"35,360","1,228",4.35%,"1,518.85",20.30
Cast,Walkaway,indie,628,2020-08-11 14:21:18+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Catatonia,Road Rage,indie,12000.0,2020-08-11 14:20:54.339000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Catfish and the Bottlemen,Kathleen,indie,80700.0,2020-08-11 02:54:40.026000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Cedarwood State Trax,Rave Party News Report,ultimate,56600.0,2020-08-13 16:43:13.973000+00:00,cedarwood_state_trax,39,560,455,4.52%,45.15,2.75
Change of Pace,Change of Pace - Innocent (2020 Refix - Adèlle Tribute),ultimate,1133,2020-08-16 19:06:52.896000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Chappaqua Wrestling,Football,indie,77,2020-08-11 01:28:57.391000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Char Chris,Brittle,indie,11600.0,2020-08-11 00:48:27.138000+00:00,char.chris,44,"2,176",263,9.98%,209.20,7.95
CharlieCunningham,Glass,indie,179,2020-08-11 20:12:46.809000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Chase and Status,End Credits (feat. Plan B),rap,1260000.0,2020-08-12 21:04:53.195000+00:00,chaseandstatus,546,"123,695",254,1.74%,"2,109.70",43.75
Che Lingo,Spaghetti,rap,8578,2020-08-12 19:43:41.138000+00:00,che_lingo,62,"23,912",999,6.63%,"1,493.45",92.70
ChiefKeef,Faneto - Chief Keef,rap,68500000.0,2020-08-12 19:38:00.618000+00:00,chieffkeeffsossa,n/a,n/a,n/a,n/a,n/a,n/a
Chillige Network,Todd Terry x Tobtok & Richard Judge - All Of Me (ft. Oliver Nelson),ultimate,66000.0,2020-08-13 23:55:13.887000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Chima,Central Cee - Day In The Life,rap,432000.0,2020-08-12 19:34:54.839000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Chip CM,Until You Were Gone (feat. Esmee Denters),rap,761,2020-08-12 21:10:34.333000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Chloe x Halle,Do It,rap,98400.0,2020-08-12 19:33:07.210000+00:00,chloexhalle,188,"3,344,140",658,10.88%,"360,590.00","3,357.85"
Chop Daily,Chop Daily x Skondtrack ft Viralboy & Ugly Twizz - Anoda Banga,rap,1587,2020-08-11 23:19:56.599000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Chris Distortion,LEG3NDZ - See you again ( Hardstyle remix ) short edit.,ultimate,649,2020-08-14 00:00:05.540000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Chris_Brown,Go Crazy,rap,1160000.0,2020-08-12 19:29:40.158000+00:00,chrisbrownofficial,"7,195","70,586,157",3,0.47%,"335,094.00",0.00
Christian Alexander,Growing Up,indie,2112,2020-08-11 00:51:07.968000+00:00,christianalexander_97,24,"13,074",575,14.43%,"1,860.50",26.20
Chronixx Music,COOL AS THE BREEZE/FRIDAY,rap,21600.0,2020-08-12 19:31:58.380000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Chunkz,Chunkz - Greece,ultimate,160000.0,2020-08-13 23:55:53.249000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Cian Drinan,MK - Piece Of Me X Joel Corry - Head & Heart (Cian Drinan Mashup),ultimate,108000.0,2020-08-13 23:48:48.009000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
CiaranDempsey09x,It's not right (bounce),ultimate,11800.0,2020-08-13 23:51:49.805000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Circa Waves,T-Shirt Weather,indie,30400.0,2020-08-11 17:55:48.911000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
City Girls,Come Outside,rap,79300.0,2020-08-11 23:27:37.688000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Clairo,Pretty Girl,indie,6860000.0,2020-08-11 18:46:55.087000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Classic Music Company,Honey Dijon feat.  Hadiya George 'Not About You' - out 31/07,indie,3636,2020-08-11 00:26:05.835000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Close Connections,The Best Of Kerwin Du Bois,ultimate,14100.0,2020-08-16 19:11:21.261000+00:00,kmixcc,454,"2,808","1,088",5.24%,135.48,11.68
Club Bad,Melé - Conga Mode (Edit),ultimate,4818,2020-08-13 16:40:54.065000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Club News,Cassius - Calliope,ultimate,3804,2020-08-13 16:49:15.696000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Cocteau Twins,Cherry-Coloured Funk,indie,0,2020-08-11 14:18:16.062000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Cognify,Deep Sleep (Woodfire),ultimate,19400.0,2020-08-14 03:18:07.115000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Coi Leray,Do Better,rap,32900.0,2020-08-11 23:27:22.621000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Colin Hennerz | EXTRAS,Everytime We Touch (Colin Hennerz remix),ultimate,14400.0,2020-08-13 23:59:46.119000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Conan Gray,Lookalike,indie,808000.0,2020-08-11 00:54:37.846000+00:00,conangray,n/a,n/a,n/a,n/a,n/a,n/a
Connie Constance,James,indie,482,2020-08-11 01:29:58.103000+00:00,itsconniesworld,51,"26,163",760,3.76%,947.40,36.75
Connor♛(2),Black Mirror Society(Hardstyle),ultimate,7968,2020-08-13 23:56:25.120000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Conor Albert,Undecided (with Marie Dahlstrom),ultimate,424,2020-08-13 01:08:57.785000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Cornershop,Sleep on the Left Side,indie,102,2020-08-11 14:24:25.537000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Cosmo Fox,bug burden!,ultimate,56,2020-08-14 03:01:52.998000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Courteeners,Not Nineteen Forever,indie,68900.0,2020-08-11 13:54:30.268000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Cousn,Ritual,ultimate,1268,2020-08-13 16:43:25.621000+00:00,cousn,228,"2,634",331,3.65%,90.10,6.05
Coyote Records,E.M.M.A - Mindmaze,indie,12600.0,2020-08-11 00:27:26.930000+00:00,coyoterecordsuk,n/a,n/a,n/a,n/a,n/a,n/a
Crazy Cousinz,Outline (feat. Julie Bergan),ultimate,32100.0,2020-08-13 03:32:24.820000+00:00,crazycousinz_,474,"15,251",682,1.51%,214.50,16.05
Creeper,Napalm Girls,ultimate,40,2020-08-13 15:05:31.180000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Cubicolor,Wake Me Up,indie,72700.0,2020-08-11 00:45:24.764000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
D Power Diesle,Sniper,rap,2714,2020-08-12 19:30:27.232000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
D-Block Europe,Plain Jane,rap,144000.0,2020-08-12 19:32:40.262000+00:00,dblock_europe,"1,453","207,466",608,4.62%,"9,520.08",69.76
,,,,,,n/a,n/a,n/a,n/a,n/a,n/a
DA BEAT FREAKZ,"Self-Obsessed (feat. D-Block Europe, Deno & Krept & Konan)",rap,51000.0,2020-08-12 20:34:00.843000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DC,Racing Stripes,ultimate,34,2020-08-14 03:00:29.203000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DEAR-GOD,Buck,ultimate,41,2020-08-13 03:22:25.891000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DFTD,Darius Syrossian - Tivoli's Groove,ultimate,9083,2020-08-13 16:43:51.330000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DINOSAUR PILE-UP,Back Foot,ultimate,72600.0,2020-08-13 03:24:05.198000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DIRTYBIRD,Shiba San - Okay [Preview],ultimate,1130000.0,2020-08-13 16:39:03.054000+00:00,dirtybirdrecords,"1,838","139,775",947,0.44%,594.65,18.90
DJ Alvin,Tocame (Alvin E Os Esquilos),ultimate,2716,2020-08-16 19:13:21.247000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ Aneudy (El Gigante),Antony Santos -Bachata   En Vivo Mix - DJ Aneudy IG Live - Julio 2020,ultimate,9645,2020-08-14 03:13:43.844000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ BIBERON (Official),"Bachata Mix ""Nuestro Amor"" - Romeo Santos, Zacarias Ferreiras, Prince Royce, Frank Reyes Y Mas!",ultimate,1711,2020-08-14 03:17:05.929000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ BORING,Stockholm Syndrome,indie,2304,2020-08-11 00:45:06.049000+00:00,dj.boring,327,"33,344",996,6.62%,"2,122.75",84.25
DJ Bruce ✪,FREE PACK HYPE | [DJBruce&Friends]🔥💎⚡ *DescargaGratis*,ultimate,4553,2020-08-16 19:14:27.289000+00:00,deeejay.bruce,159,"5,052",507,0.81%,467.24,1.76
DJ Bryanflow,Mi Pan Su Su Sum,ultimate,18800.0,2020-08-14 03:06:31.879000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ Cheeze,Cheeze & Pitch Invader - Blinding Lights,ultimate,3449,2020-08-14 02:55:12.046000+00:00,mattcheeze,n/a,n/a,n/a,n/a,n/a,n/a
DJ DEEKAY,DEEKAY OLD STYLE EDM COMMERCIAL MIX,ultimate,941,2020-08-13 23:59:55.663000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ DOXY,Layton Greene X Pnb Rock X Donell Lewis (DJ DOXY REMIX),ultimate,3033,2020-08-16 18:32:34.170000+00:00,itsdoxy,n/a,n/a,n/a,n/a,n/a,n/a
DJ Daniell UK,Bad Boy Chiller Crew - 450 Ft. S Dog ( Best Audio ),ultimate,12000.0,2020-08-13 23:55:33.973000+00:00,dan.iell.15,n/a,n/a,n/a,n/a,n/a,n/a
DJ Drewski,"Water (feat. DreamDoll, Molly Brazy & Rubi Rose)",rap,153000.0,2020-08-11 23:28:07.815000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ EL PAISA VALLE,MEGA MIX REGGAETON  2020? BY DJ EL PAISA VALLE,ultimate,2596,2020-08-16 19:14:43.223000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ ENJOY Official,TSVETELINA GRAHICH & DENIS TEOFIKOV - Pak Shte Go Napravq (DJ ENJOY REMIX) 87,ultimate,12900.0,2020-08-14 00:03:10.619000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ Heff,This is Crop Over 2020,ultimate,0,2020-08-16 19:11:35.061000+00:00,djheff,457,"2,937","7,152",1.40%,38.10,2.90
DJ IRONIK,Tiny Dancer (Hold Me Closer) (feat. Chipmunk and Elton John) (Radio Edit),rap,0,2020-08-12 21:05:36.887000+00:00,officialdjironik,"1,996","20,649","1,164",1.75%,312.85,48.95
DJ JEL,2020 CROP OVER CHARGE “2020 BAJAN SOCA MIX” | DJ JEL,ultimate,8772,2020-08-16 19:12:54.666000+00:00,jelinthemix,833,"10,803","2,378",3.71%,360.35,40.30
DJ Khaled,GREECE (feat. Drake),rap,1250000.0,2020-08-11 23:44:46.255000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ Kidd Frost,"No Curfew Riddim Mix (Luni Spark & Electrify, Lavaman, Loose Cannon & More)(Soca 2020)",ultimate,408,2020-08-16 19:13:56.572000+00:00,djkiddfrost,94,"11,439",899,2.18%,243.90,4.90
DJ Koze,"Pick Up (12"" Extended Disco Version)",ultimate,41800.0,2020-08-13 16:45:11.242000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ Ky Mixes,"DJ Ky - ""Aint Stressin Me"" (Crop Over 2020 Mix)",ultimate,334,2020-08-16 19:11:07.512000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ LANDER ONE DESDE QUITO ECUADOR - LANDER MUSIC -,KIKE JAV FT GERARDO MORAN - QUE MAS YERNO QUERIAS REMIX LANDER MUSIC QUITO ECUADOR (0989315939),ultimate,1279,2020-08-14 03:14:13.157000+00:00,djlanderoneqe,n/a,n/a,n/a,n/a,n/a,n/a
DJ Nestor,MIX UN PERREO COMO ANTES,ultimate,255,2020-08-16 19:14:50.595000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ PP,Coyhaique,ultimate,267,2020-08-13 16:45:00.443000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ REUVEN REYES,Summer Hit Mix 2020 Vol.2 Latin Party With DJ REYES (Reggaeton & Funk & Cubaton),ultimate,1146,2020-08-16 19:14:36.392000+00:00,dj.reyes.official,"1,113","21,909","1,035",1.10%,166.15,74.45
DJ S.K.T,Take Me Away (feat. Rae) (Extended Radio Edit),ultimate,32000.0,2020-08-13 16:39:29.251000+00:00,djskt,"1,391","30,386","7,399",1.02%,281.95,28.20
DJ TICKZZY,THE BEST R&B 2020 MIX ( GALDEM FAVOURITE R&B PLAYLIST) @DJTICKZZY,ultimate,1342,2020-08-14 03:50:51.756000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ Tavo,@DJ_Tavo [2020/0731] #UrbanMixPop N°01 / Actual,ultimate,0,2020-08-16 19:14:18.401000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ TiLo,MIxtape Melodic ProgressiveHouse - My Style My Name vol 23 - TILO mix,ultimate,71500.0,2020-08-14 00:03:54.526000+00:00,dj.tilo,333,"36,691",263,3.10%,"1,126.85",10.55
DJ WALTER B NICE,"Mirame Ft. Nino Segarra - Sandy Silva ""El Correcto de la Salsa""",ultimate,266,2020-08-14 03:14:26.146000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJ-PRYHME,Into The Beat (Vol.4),ultimate,518,2020-08-14 03:15:46.169000+00:00,djpryhme,118,"15,662","7,489",1.15%,171.88,7.72
DJChefUK,NB R&B Session,ultimate,678,2020-08-14 03:53:44.802000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJDS,Simple Things (feat. Rema & Tory Lanez),rap,15100.0,2020-08-11 23:17:57.931000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DJFreshUK,DJ Fresh ft Rita Ora - 'Hot Right Now' (Radio Edit) (Out Now),rap,555000.0,2020-08-12 21:07:53.874000+00:00,djfreshuk,450,"28,935",137,2.05%,545.50,48.85
DJMorenoAPP,Bachata En Vivo 12,ultimate,2875,2020-08-14 03:10:34.642000+00:00,djmorenoapp,"2,421","3,143","1,859",0.75%,21.85,1.80
DJSpecialistuk,PARTY IN THE SUN,ultimate,502,2020-08-14 03:59:56.341000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DMA'S,The Glow,indie,5471,2020-08-11 01:28:24.277000+00:00,dmasmusic,"1,138","136,459",262,4.71%,"6,356.20",64.15
DNZ Records,Marc Pearson - Tremble,ultimate,1534,2020-08-14 00:01:44.110000+00:00,dnzrecords,n/a,n/a,n/a,n/a,n/a,n/a
DOPE LEMON,Every Day Is A Holiday (feat. Winston Surfshirt),indie,490,2020-08-11 01:13:52.102000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DOUBLE LZ,Straight Outta Tottenham,rap,13200.0,2020-08-12 19:35:17.487000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DREAMERS,Heat Seeker,ultimate,21600.0,2020-08-13 14:58:00.720000+00:00,dreamersjoinus,"1,073","34,749",512,5.24%,"1,769.90",49.75
Daft Punk,Around the World,indie,299000.0,2020-08-11 14:20:41.950000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Dakota Neighbors,Lund - Broken,indie,9650000.0,2020-08-11 00:48:33.348000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Dan locks,TC - Tap Ho,ultimate,3867,2020-08-13 16:38:51.057000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Dandan15232,Help! Oh Well... By:SomethingElseYT,ultimate,118000.0,2020-08-13 15:00:25.741000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Daniel Johnston,True Love Will Find You In The End (1990),indie,0,2020-08-11 14:22:59.475000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Danileigh,Levi High (feat. DaBaby),rap,1370000.0,2020-08-12 20:44:24.022000+00:00,iamdanileigh,140,"2,874,643",754,6.89%,"196,571.00","1,473.75"
DannyD Remix,DannyD Presents - RNB Vibe Noughties Pt.2,ultimate,192,2020-08-14 04:03:40.341000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Danzo ✪,To Shreds,ultimate,1559,2020-08-13 23:58:07.840000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Dappy,Tarzan Part 2,rap,11200.0,2020-08-12 21:11:54.043000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Dapz on the Map,Beautiful (feat. Pheleba),ultimate,298,2020-08-13 00:59:18.779000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Darkoo,Kryptonite,rap,67500.0,2020-08-12 19:31:19.278000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Data Transmission,Dominica - Gotta Let You Go (2015 Edit),ultimate,3150000.0,2020-08-13 16:39:12.994000+00:00,datatransmission,"3,040","37,480","4,712",0.22%,74.00,7.35
Dave,Paper Cuts,rap,114000.0,2020-08-12 19:36:46.086000+00:00,santandave,n/a,n/a,n/a,n/a,n/a,n/a
David Cutter Music,Departures,ultimate,32400.0,2020-08-13 16:49:22.209000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Day Sulan,BIG (feat. Rubi Rose),rap,55300.0,2020-08-12 20:42:58.705000+00:00,daysulan,125,"701,488",403,4.79%,"33,222.40",381.85
Deap Lips,Motherfuckers Got To Go,ultimate,12,2020-08-13 15:02:17.153000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Declan Welsh,Ghosted,indie,136,2020-08-11 01:28:32.581000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Deejay J3❄🇦🇴🎧,Drigyy Da Gram Fast Version,rap,1013,2020-08-11 23:18:31.590000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Deejay Paulie,BP SOCA KADOOMENT EDITION Crop Over 2020,ultimate,973,2020-08-16 19:10:23.682000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Deezer Music,Mayorkun Ft Davido - Betty Butter,rap,35500.0,2020-08-11 23:19:14.648000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Defected Records,OFFAIAH 'Play It By Ear' - Out 24/07,ultimate,12300.0,2020-08-13 16:40:37.057000+00:00,defectedrecords,"5,056","533,450","1,023",1.13%,"5,888.60",162.80
Denney,Reflections of Time,ultimate,1625,2020-08-13 16:40:29.937000+00:00,denneymusic,927,"9,814","1,851",2.09%,191.45,13.20
Deno,"Circles (feat. Bandokay, Double Lz & OFB)",rap,16800.0,2020-08-12 19:33:18.752000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Des Rocs,Let Me Live / Let Me Die,ultimate,1303,2020-08-13 15:01:25.250000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Desktop Alarm Clock,Wishing Well,ultimate,78,2020-08-14 03:02:45.346000+00:00,desktopac,24,327,816,6.13%,42.55,5.85
DigDat,Ei8ht Mile (feat. Aitch),rap,2210000.0,2020-08-12 19:37:21.666000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Digga D,Woi,rap,1330000.0,2020-08-11 23:44:23.194000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Digital Nightmares,HMLTD - LOADED (Digital Nightmares Remix),ultimate,22,2020-08-13 14:57:47.072000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DijahSB,Frontin' Like Pharrell,indie,260,2020-08-11 01:34:40.619000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Dimatik,Cinematik Sessions Volume 13 Ft Timmy Trumpet!,ultimate,7569,2020-08-14 00:03:00.734000+00:00,dimatikmusic,"1,361","27,689","1,370",2.29%,585.35,49.90
Diplo,"Paul Woolford, Diplo & Kareen Lomax - Looking For Me",ultimate,84500.0,2020-08-13 03:29:52.052000+00:00,diplo,n/a,n/a,n/a,n/a,n/a,n/a
Dirty Workz,Zatox - Change The World,ultimate,2923,2020-08-14 00:03:32.040000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Disclosure,My High (Edit),indie,11000.0,2020-08-11 00:29:00.458000+00:00,disclosure,89,"763,589",950,1.92%,"14,429.10",221.15
Discovery Team,Don Omar - Salio El Sol (Marco Fernandez Edit),ultimate,1099,2020-08-16 19:13:41.190000+00:00,discoverysoundsmusic,44,613,112,8.21%,58.40,21.10
Divide's  WIPs,Psychosphere Wip3,ultimate,1168,2020-08-16 19:05:52.313000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Dizzee Rascal,"Dizzee Rascal - Fix Up, Look Sharp",rap,34600.0,2020-08-12 21:07:37.656000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Dj Brayan Arbaiza,Inkausa Mix - Feliz Dia Perú ( Criollo ) Arbaiza DJ,ultimate,3111,2020-08-14 03:16:52.876000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Dj Danger 2,Mi Pan Su Su Sum (Version Cumbia) - DJ Danger,ultimate,1875,2020-08-14 03:16:00.596000+00:00,djdanger.ok,n/a,n/a,n/a,n/a,n/a,n/a
Dj Edge,Yves Tumor- Romanticist (Dj Edge Slowed & edited  ),indie,635,2020-08-11 01:13:18.675000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Dj Fearless Kevon 🇬🇩,DjFearlessKevon - Jab Lives Matter (Grenada Soca Mix 2020),ultimate,8348,2020-08-16 19:10:17.766000+00:00,djfearlesskevon,277,"7,140","2,960",3.25%,226.85,5.25
Dj Gabo Peña,ESTO E' UN PARTY - DJ GABO PEÑA,ultimate,52,2020-08-16 19:13:14.572000+00:00,djgabop.28,n/a,n/a,n/a,n/a,n/a,n/a
Dj L-Spiz,DJ L-SPIZ X Dj TAJ - Poppin Ma Collar ( Jersey Club ),ultimate,3017,2020-08-16 19:04:48.023000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Dj Luigi 2020,Dj Luigi - Fiesta Patria,ultimate,47900.0,2020-08-16 19:15:46.274000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Dj Obiglara,Lemonade (Remix) Michael Bibi ft Obig Lara,ultimate,21700.0,2020-08-13 16:41:18.058000+00:00,obig.lara.dj,73,"4,810","7,272",0.53%,24.65,0.95
Dj SWEET Salsa DAVID GUADALUPE,"Orquesta Yare "" Ponme A Gozar """,ultimate,71,2020-08-14 03:16:13.501000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DjSalvaGarcia,Galvan Real - Aventador (Dj Salva Garcia & Alex Melero 2020 Edit),ultimate,2351,2020-08-14 03:16:26.701000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DjStu-McLean,DjStu-McLean Volume 003,ultimate,3367,2020-08-13 23:57:05.615000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Django Django,Default,indie,6908,2020-08-11 02:58:39.111000+00:00,thedjangos,"1,191","15,435",612,1.74%,259.05,9.90
Djcra1gmcl,Promiscuous Bounce Sessions 005 Macca.WAV,ultimate,574,2020-08-14 00:01:09.775000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
DnB Allstars,Alcemist & EJ Kitto - The Plan,ultimate,15100.0,2020-08-13 23:52:01.205000+00:00,dnballstars,"4,249","259,789",221,1.13%,"2,885.85",54.10
Dodgy,Staying Out For The Summer,indie,746,2020-08-11 14:24:07.383000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Doe Boy,Split It (feat. Moneybagg Yo),rap,470000.0,2020-08-12 20:48:31.968000+00:00,,n/a,n/a,n/a,n/a,n/a,n/a
Doktor,Boombastic (Remix),rap,162,2020-08-12 21:12:55.411000+00:00,officialdoktor,33,"13,652","1,058",8.23%,"1,037.75",86.35
Dolceamare Girlgroup,Believe Cover,indie,71,2020-08-11 01:29:03.506000+00:00,dolceamareofficial,415,792,"1,370",3.37%,49.80,1.80
Dombresky,Dombresky - Simple Hit,ultimate,113000.0,2020-08-13 16:45:37.840000+00:00,dombresky,267,"61,839",401,4.39%,"2,624.15",92.15
