soundcloud_name,song_name,genre,song_listens,timestamp,ig_handle,media_uploads,followers,following,engagement_rate,avg_likes,avg_comments,Engaged Fans
Malin Genie,Malin Genie & Per Hammar - Scania (incl S.A.M. Reshape),ultimate,19900,2020-08-13 16:48:53.548000+00:00,malin_genie_,,,,,,,
Manga Saint Hilare,Dumping Again,rap,322,2020-08-12 19:40:50.040000+00:00,mangasainthilare,,,,,,,
Manny Norté,"Manny Norté, 6LACK, Rema, Tion Wayne - 4AM (feat. Love Renaissance (LVRN))",rap,170000,2020-08-12 20:34:21.905000+00:00,mannynorte,,,,,,,
March 13,March 13 - Best In Me,indie,1142,2020-08-11 00:43:23.391000+00:00,march13music,21,250,128,4.65%,36.65,2.45,12
Mariah the Scientist,Always n Forever (feat. Lil Baby),ultimate,892000,2020-08-16 18:22:52.201000+00:00,mariahthescientist,37,"191,839",51,25.27%,"47,715.40",765.6,48478
Marie Dahlstrom,I Don’t Wanna Wake Up (Feat James Vickery),indie,7272,2020-08-11 02:53:05.418000+00:00,marie.dahlstrom,205,"8,801",924,4.68%,386.25,26.05,412
Marika Hackman,any human friend,indie,212,2020-08-11 18:39:22.403000+00:00,marikahackman,,,,,,,
Marilyn Manson,WE ARE CHAOS,ultimate,6237,2020-08-13 15:04:05.499000+00:00,marilynmanson,,,,,,,
Mark Ronson,Bang Bang Bang,indie,1625,2020-08-11 20:18:46.524000+00:00,iammarkronson,,,,,,,
Mark Tarmonea,Mark Tarmonea & Yannek Maunz - Prelusion [OUT 24th May 2019],ultimate,8964,2020-08-13 16:48:44.944000+00:00,marktarmonea,255,"14,795","4,209",2.55%,355.65,21.45,377
Marlon Hoffstadt,Dansson & Marlon Hoffstadt – Shake That (Original Mix) (Preview),ultimate,2150000,2020-08-13 23:33:30.152000+00:00,marlonhoffstadt,33,"1,487",345,10.44%,146.15,9.05,155
Marmaroso,Marmar Oso - RUTHLESS,indie,14800000,2020-08-11 00:57:39.791000+00:00,marmaroso,,,,,,,
Marmozets,Major System Error,ultimate,4798,2020-08-13 03:26:10.073000+00:00,marmozets,,,,,,,
Martha Hill Music,Grilled Cheese,indie,952,2020-08-11 01:29:44.423000+00:00,marthahillmusic,222,"2,718",492,5.31%,136.3,8,144
MarthaGunn,Caught Up & Confused,indie,22,2020-08-11 01:12:58.179000+00:00,marthagunn,,,,,,,
Maslow Unknown,PREMIERE: Big Miz & Liam Doc - Play What You Got [SNF045],indie,2573,2020-08-11 00:31:00.755000+00:00,,,,,,,,
Mastermind,War (feat. Bandokay),rap,48300,2020-08-12 20:34:33.113000+00:00,mastermindmcr,,,,,,,
Matrix & Futurebound,Control (feat. Max Marshall),ultimate,0,2020-08-13 03:43:09.399000+00:00,matrixandfuturebound,,,,,,,
Matt Turnbull,Inspiral Carpets,ultimate,21800,2020-08-13 23:55:43.653000+00:00,,,,,,,,
MattWills,Matt Wills - X Wing Thing [Free Download],ultimate,1805,2020-08-16 19:06:42.483000+00:00,mattwillsmusic,,,,,,,
Matthew Stewart⚛️,Anthem,ultimate,1430,2020-08-16 19:07:22.191000+00:00,matthewstewartmusic,,,,,,,
Max Chapman,Make A Move (Extended Mix),ultimate,39400,2020-08-13 16:43:02.126000+00:00,djmaxchapman,,,,,,,
Max Cooper,Swarm,indie,2118,2020-08-11 00:29:25.585000+00:00,maxcoopermax,889,"52,583",701,1.59%,821.7,15.6,836
Maya Jane Coles,Would You Kill (4 Me)?,indie,17400,2020-08-11 00:26:54.467000+00:00,mayajanecolesofficial,,,,,,,
Mc Jambo D 🎤,Half A World Away (Retaliate Makina Mix),ultimate,9629,2020-08-16 19:05:23.928000+00:00,jamesdevine3,,,,,,,
Mc Manny RD,R.I.P ALOFOKE (Santiago Matias) TIRADERA By Mc Manny RD,ultimate,2,2020-08-16 19:15:39.459000+00:00,mcmannyrd,,,,,,,
Mc Ryan Sp,Chimarrão,ultimate,35100,2020-08-14 03:16:39.712000+00:00,mcryansp,,,,,,,
Megan Thee Stallion,Savage,rap,11200000,2020-08-12 20:32:30.662000+00:00,theestallion,391,"14,590,388","1,097",7.69%,"1,109,670.00","12,200.80",1122001
Melanie Faye,It's a Moot Point,indie,19600,2020-08-11 02:52:48.790000+00:00,melaniefaye,309,"289,855","1,622",5.52%,"15,734.90",269,16000
Melii,BDE,rap,3470000,2020-08-12 20:49:24.215000+00:00,melii,,,,,,,
Mella Dee,Sidney Street [Warehouse Music 013],ultimate,26500,2020-08-13 16:41:24.224000+00:00,melladee_,"1,776","45,302","1,320",2.10%,937.15,13.7,951
Memphis Industries,NZCA LINES - Prisoner of Love,ultimate,827,2020-08-13 14:29:20.659000+00:00,memphis_industries,,,,,,,
Mia Giovina,from the OTHER SIDE of the dining table (harry styles),ultimate,9119,2020-08-14 03:21:49.981000+00:00,miagiovinamusic,,,,,,,
MichaelKiwanuka,Final Days (Bonobo Remix),indie,5151,2020-08-11 00:26:44.381000+00:00,michaelkiwanuka,,,,,,,
Michel Cleis,Hey Lady Luck (Radio Edit),ultimate,0,2020-08-13 03:42:54.566000+00:00,michel.cleis,,,,,,,
Microdrive,03. Beneath Usual & M.A. - Anything And Everything (Mihai Popoviciu Remix),ultimate,2356,2020-08-13 16:45:16.697000+00:00,,,,,,,,
Migos,Racks 2 Skinny,rap,2480000,2020-08-12 20:43:38.968000+00:00,migos,"3,257","11,533,639",19,0.66%,"75,901.40",462.7,76122
Miguel H,Miguel H - Top Hits #069 - Agosto 2020 [Descarga Gratis],ultimate,932,2020-08-16 19:15:32.442000+00:00,miguelh_dj,15,416,388,--,0,0,#VALUE!
Mike Shinoda,Open Door,ultimate,5894,2020-08-13 15:05:06.007000+00:00,m_shinoda,"1,280","1,568,036",981,1.95%,"30,118.10",396.25,30577
Miles Kane,Come Closer,indie,12400,2020-08-11 14:06:05.614000+00:00,mileskane,,,,,,,
Minost Project In The House,Alexis Y Fido Ft. Nigga Flex - Contestame Al Telefono (Minost Project Moombahton Remix),ultimate,1147,2020-08-16 19:12:26.834000+00:00,minostproject,,,,,,,
Miraa May,Say Yeah,rap,1391,2020-08-12 19:30:56.197000+00:00,miraa_may,122,"16,398",0,8.45%,"1,347.36",38.24,1386
Mist,So High (feat. Fredo),rap,8360000,2020-08-12 20:25:27.381000+00:00,mistyonpointe,,,,,,,
Mixmag,Premiere: Anja Schneider 'Mitte',indie,7039,2020-08-11 00:46:50.101000+00:00,mixmag,"7,180","740,230","1,347",1.39%,"10,063.80",189.7,10289
MoEazy,Balance - Mo Eazy ft Mystro,rap,52,2020-08-12 20:22:51.072000+00:00,iammoeazy,,,,,,,
MoStack,Staqdó,rap,15900,2020-08-12 20:35:39.171000+00:00,mo.stack,,,,,,,
Moby,My Only Love (Modeselektor Remix),indie,1406,2020-08-11 00:27:16.871000+00:00,moby,,,,,,,
Model Man,Why?,indie,14,2020-08-11 00:31:40.313000+00:00,modelmangrams,40,"3,945",106,4.52%,173.5,5,178
Modesta Promo,Lisa Mercedez Ft IQ - Insecure (Raw) [Billionaire Sheikh Riddim],rap,2956,2020-08-11 23:21:30.132000+00:00,lisamercedez,,,,,,,
Mohammed Elnahwy,Yaiko Kaori - Maybe I'm Alone,indie,5555,2020-08-11 00:55:51.752000+00:00,yaikokaori,,,,,,,
Molly Payton,Corduroy,indie,1515,2020-08-11 18:47:49.488000+00:00,molpayton,,,,,,,
MoneyBagg Yo,Said Sum,rap,2750000,2020-08-12 20:14:47.176000+00:00,moneybaggyo,63,"5,197,414",145,5.74%,"292,244.00","5,889.65",298332
Monstercat,Bossfight & Philip Strand - Voices,ultimate,24000,2020-08-16 19:06:27.739000+00:00,monstercat,"2,360","578,035",397,0.78%,"4,462.60",32.3,4509
Monta Musica,Teaser: Lozza & Static - HMP2 (20 DJ Friendly Tracks),ultimate,2521,2020-08-13 23:57:36.703000+00:00,official_monta,303,"7,507","1,163",0.60%,43.55,1.7,45
Moods,Control,ultimate,11,2020-08-13 01:04:52.006000+00:00,,,,,,,,
Moon Boots,Together Forever,indie,6575,2020-08-11 00:44:58.783000+00:00,moonbootsmusic,703,"24,867","1,020",5.09%,"1,202.60",62.7,1266
Mosca,Bax,ultimate,837,2020-08-13 03:40:10.398000+00:00,deejaymosca,770,"1,454",0,3.07%,42.45,2.15,45
Mounika.,Cut My Hair (feat. Cavetown),indie,7570000,2020-08-11 00:48:56.918000+00:00,,,,,,,,
Movimientos,Sanctuary Mix #19: Barbarella,ultimate,141,2020-08-14 03:10:20.355000+00:00,movimientoslondon,,,,,,,
Movin,Movin - Sunrise (Bounce Mix),ultimate,9234,2020-08-13 23:55:04.495000+00:00,,,,,,,,
Mr Stabalina,Mr Stabalina - Boogie Down [Free Download],ultimate,3399,2020-08-16 19:08:49.974000+00:00,mrstabalina,132,801,848,4.21%,44.45,11.5,34
Mt. Joy,Let Loose,indie,589,2020-08-11 19:52:35.335000+00:00,mtjoyband,,,,,,,
Mt. Wolf,Tayrona (feat. Wilsen),indie,326,2020-08-11 18:48:45.533000+00:00,mtwolfofficial,,,,,,,
MuUSW,"Silent Poets ""Moment Scale (Remix)""",ultimate,546,2020-08-13 16:46:56.892000+00:00,,,,,,,,
Muggs,The Other Side (Alastor & Husk's Song) | Hazbin Hotel,ultimate,12600,2020-08-14 02:58:13.456000+00:00,mighty_muggs,,,,,,,
Mula Deejay 7.0,"Yandel, Rauw Alejandro - Dembow 2020 (Mula Deejay Rmx)",ultimate,3708,2020-08-16 19:11:43+00:00,mulaoficial,25,"5,878",52,1.46%,82.85,2.9,86
Mulatto,He Say She Say,rap,487000,2020-08-12 20:47:06.228000+00:00,mulatto,890,"4,457,515",635,6.71%,"295,480.00","3,647.00",299099
Mumford & Sons,Believe,indie,95100,2020-08-11 14:07:45.984000+00:00,mumfordandsons,,,,,,,
Music Is My Sanctuary,"MIMS Guest Mix — MAFALDA (NTS Radio, UK / Portugal)",ultimate,0,2020-08-14 03:07:24.949000+00:00,,,,,,,,
Music is 4 Lovers,Elian Dust - Celtic Girl (Andrew Meller Remix) [Toolroom Trax] [MI4L.com],ultimate,1334,2020-08-13 16:46:01.540000+00:00,eliandust,,,,,,,
Mystery Jets,Witness,indie,326,2020-08-11 15:26:16.419000+00:00,mysteryjets,,,,,,,
N-Dubz,Playing With Fire (feat. Mr Hudson),rap,0,2020-08-12 20:51:34.499000+00:00,,,,,,,,
NAV,Chirp (feat. Quavo),rap,406000,2020-08-12 20:45:39.871000+00:00,nav,,,,,,,
NCM REMIX,Guelan De La Rosa - Beat Reggaeton - Reproducers By NCM REMIX No Copyright FREE !!..,ultimate,27,2020-08-16 19:04:11.225000+00:00,defqwop,,,,,,,
NCS,Defqwop - Say The Word (feat. The Ruins) [NCS Release],ultimate,212000,2020-08-13 01:00:05.410000+00:00,nocopyrightsounds,482,"295,265",101,1.64%,"4,800.00",45.75,4842
NE-YO,U 2 Luv,ultimate,138000,2020-08-13 01:15:07.869000+00:00,neyo,,,,,,,
NGwide Media,DJ Spinall Ft. Kranium – Everytime,rap,6123,2020-08-12 19:35:12.389000+00:00,djspinall,,,,,,,
NLE Choppa,Narrow Road (feat. Lil Baby),rap,698000,2020-08-12 19:45:04.825000+00:00,nlechoppamusic,168,"1,284,438",0,7.00%,"89,328.10",601.9,89911
NOISY,Where’s Your Head?,ultimate,1336,2020-08-13 15:00:50.922000+00:00,,,,,,,,
NSG Music,MCM,rap,23300,2020-08-11 23:25:04.648000+00:00,nsg_music,,,,,,,
Nadia Rose,Bad N Boujee,rap,691,2020-08-12 19:31:53.934000+00:00,nadiarosemusic,17,"84,426",303,4.48%,"3,680.76",103.65,3782
Nadine Shah,Club Cougar,ultimate,197,2020-08-13 14:29:25.950000+00:00,nadineshah,,,,,,,
Nafe Smallz,Ocean Deep (feat. Wretch 32),rap,36700,2020-08-12 20:36:27.209000+00:00,nafesmallz,35,"208,312",607,7.43%,"15,208.60",268.6,15478
Naira Marley,As E Dey Go,rap,29300,2020-08-11 23:23:13.764000+00:00,nairamarley,,,,,,,
Nakala,I'm Ready,ultimate,1194,2020-08-13 01:05:21.552000+00:00,nakalaviiv,175,"13,277",864,1.90%,235.7,16.25,252
Nancy,Orange Yellow Orange,indie,1279,2020-08-11 18:42:18.812000+00:00,nancyajram,,,,,,,
Nathan McCusker (Follow me),Kevin & Perry Go Large (Nathan McCusker Mix),ultimate,8425,2020-08-13 23:54:36.400000+00:00,nathanmccusker,,,,,,,
Nathanrenicks1,The Universe,ultimate,896,2020-08-16 19:08:37.262000+00:00,,,,,,,,
Naz T Musiq,How You Feel - Naz T Musiq,ultimate,34200,2020-08-16 18:25:44.381000+00:00,naz_t_musiq,,,,,,,
Neck Deep,Fall,ultimate,10700,2020-08-13 03:18:43.757000+00:00,neckdeepuk,"1,206","382,499",135,2.94%,"11,120.50",127.65,11245
Nero,Promises,ultimate,2050000,2020-08-13 23:32:26.574000+00:00,nero,215,"40,709",14,4.75%,"1,841.10",93.7,1934
Nessa Barrett,Pain,ultimate,251000,2020-08-13 23:50:44.453000+00:00,nessabarrett,34,"3,357,849",299,22.73%,"754,333.00","8,959.30",763239
Nettwerk Music Group,Old Sea Brigade & Luke Sital-Singh - Summertime Low,indie,890,2020-08-11 18:48:04.713000+00:00,nettwerkmusic,,,,,,,
New Radicals,You Get What You Give,indie,177000,2020-08-11 00:25:28.312000+00:00,newradicalsband,,,,,,,
Nice Guys,T. Evann - Clementine,indie,3986,2020-08-11 18:40:07.348000+00:00,,,,,,,,
Nick Blixky,Drive The Boat (feat. 22Gz & Nas Blixky),rap,3730000,2020-08-12 19:39:36.769000+00:00,nickblixky63,66,"52,802","1,214",13.34%,"6,435.05",609.3,7044
Nicki Minaj,Yikes,rap,1290000,2020-08-11 23:26:00.311000+00:00,nickiminaj,,,,,,,
Nicole Orr,Rivers Flow in Aeroplanes✈️,ultimate,31000,2020-08-13 23:50:34.402000+00:00,,,,,,,,
Nihiloxica,Endongo,indie,1128,2020-08-11 00:29:18.571000+00:00,nihiloxica,,,,,,,
Nilüfer Yanya,H34T RISES,indie,0,2020-08-11 18:35:22.222000+00:00,niluferyanyaaaaaa,,,,,,,
Nob Nightcore,Love story discolines by ethanishung,ultimate,19700,2020-08-14 02:54:11.476000+00:00,nobody.nightcore,,,,,,,
Noriega JoJo,COMEBACK -RM1- JB,ultimate,1038,2020-08-13 01:16:48.278000+00:00,noriega.jojo,,,,,,,
NorthconnectionRPL,Josh Wink - Stay Out All Night (Radio Slave Remix),indie,2738,2020-08-11 00:30:29.297000+00:00,joshwink1,,,,,,,
Northlane,Bloodline,ultimate,4021,2020-08-13 03:28:37.705000+00:00,northlane,,,,,,,
Not Too Deep with Grace,Topher Grace - “Minor Adventures”,ultimate,0,2020-08-13 03:21:09.314000+00:00,stxnd_togxther,,,,,,,
Not3sOfficial,Highest,rap,2760,2020-08-12 19:32:02.998000+00:00,not3s,,,,,,,
Nothing But Thieves,Is Everybody Going Crazy?,ultimate,39600,2020-08-13 03:19:09.963000+00:00,nothingbutthieves,"1,293","212,049",146,6.95%,"14,508.40",226.95,14737
Nova Twins,Taxi,ultimate,1080,2020-08-13 03:17:24.491000+00:00,novatwinsmusic,824,"23,166",892,11.60%,"2,615.05",72.25,2687
Novo Amor,Decimal,indie,6047,2020-08-11 18:37:40.841000+00:00,novoamor,,,,,,,
O1 The Producer,Fibbz x Lo - No One,ultimate,7456,2020-08-14 02:54:59.764000+00:00,trumanblack,,,,,,,
OTNICKA,Otnicka - Babel (Official Release),ultimate,263000,2020-08-13 16:44:49.487000+00:00,otnicka,56,"12,148",70,4.08%,481.8,14.05,496
OUR CULTURE NOW,Two Fingers,indie,54100,2020-08-11 14:04:42.256000+00:00,,,,,,,,
OZZIE,Johnny Rain - Mulholland Drive (OZZIE Remix),rap,582000,2020-08-12 19:35:24.002000+00:00,benjaminozzie,6,"2,494",600,--,0,0,#VALUE!
Oasis,Don't Look Back In Anger,indie,0,2020-08-11 14:10:03.410000+00:00,oasis,,,,,,,
Of Monsters and Men,Mountain Sound,indie,82900,2020-08-11 13:59:38.715000+00:00,ofmonstersandmen,,,,,,,
Offica,Where's the Motive?,rap,33700,2020-08-12 19:34:44.277000+00:00,tgofficialmusic,,,,,,,
Official Aitch,"Aitch, AJ Tracey - Rain (feat. Tay Keith)",rap,4990000,2020-08-12 20:36:14.060000+00:00,aitch,,,,,,,
Ola's Kool Kitchen,Ola's Kool Kitchen 417,ultimate,54,2020-08-14 03:05:01.121000+00:00,,,,,,,,
Ole Biege,Super Flu - 2DaBeat (Ole Biege Remix),ultimate,25600,2020-08-13 16:52:53.159000+00:00,olebiege,,,,,,,
Oliver Hoss,Kanojo Okarishimasu (Rent A Girlfriend) (OP/PV)(Oliver Hoss Remix),ultimate,9262,2020-08-14 00:05:29.328000+00:00,dj_hossin,,,,,,,
Oliver Malcolm,The Machine,ultimate,6420,2020-08-13 14:57:36.236000+00:00,olivermalcolm,,,,,,,
Oliver Tree,Cash Machine,indie,8520000,2020-08-11 02:56:31.455000+00:00,olivertree,34,"1,626,122",1,29.32%,"327,306.00","149,464.00",476779
OluwaJBeats,"Owner (feat. AdeJosh, Charlie Mase & Keys The Prince)",rap,4002,2020-08-12 19:31:15.064000+00:00,oluwajbeats,,,,,,,
Oma Nata,Let There Be Light,ultimate,310,2020-08-13 16:53:09.452000+00:00,omanatagram,59,580,876,2.90%,30.45,1.6,17
Omarion,Can You Hear Me? (feat. T-Pain),ultimate,127000,2020-08-13 01:17:37.939000+00:00,omarion,745,"3,950,879",215,2.07%,"80,977.60",860.05,81783
OpenLab Radio,Selectors 59 [with AnaZú],ultimate,180,2020-08-14 03:12:08.835000+00:00,openlabradio,439,"3,046","1,563",1.02%,30.50,0.7,31
Orlando Weeks,Blame Or Love Or Nothing,indie,36,2020-08-11 01:34:15.542000+00:00,orlandoweeks,,,,,,,
Oscar Scheller,Famous Enough To Die,indie,1176,2020-08-11 01:27:56.283000+00:00,oscarscheller,222,"10,277",813,6.68%,665.15,21.6,687
Ostgut Ton | A-TON | unterton,Marcel Dettmann | Autumn77,ultimate,5760,2020-08-13 23:47:05.179000+00:00,ostgut_ton,269,"64,117",58,2.54%,"1,601.70",27.5,1629
Otik,Four Feet,ultimate,173,2020-08-13 16:46:07.534000+00:00,otike,,,,,,,
PALE WAVES,There's a Honey,indie,83000,2020-08-11 13:53:19.461000+00:00,palewaves,,,,,,,
PAPER MILL,Dens in Your Front Room,ultimate,0,2020-08-13 03:28:51.055000+00:00,papermillmusic,,,,,,,
PART FOUR,Redfield - Love Triangle,ultimate,1338,2020-08-13 16:44:22.613000+00:00,,,,,,,,
PARTIAL,PARTIAL - DAWN,ultimate,376,2020-08-16 19:08:21.039000+00:00,partialmusic,,,,,,,
PARTYNEXTDOOR,SPLIT DECISION,ultimate,191000,2020-08-13 01:18:26.820000+00:00,partynextdoor,,,,,,,
PAX,Touch Me (PAX & Rui Da Silva Extended Version),ultimate,34100,2020-08-13 03:32:09.101000+00:00,paxmusic,307,"30,252","3,897",3.61%,"1,028.35",64.25,1092
PEACEforeverever,Bloodshake,indie,2128,2020-08-11 02:54:33.448000+00:00,peacemusicmanagement,,,,,,,
PHIBES,Beat Assassins - Home Grown (Phibes Remix) - OUT NOW DL LINK IN INFO,ultimate,9053,2020-08-14 00:06:13.638000+00:00,phibesuk,207,"14,351","5,072",3.90%,529.55,29.65,560
PLASTIC MERMAIDS,Plastic Mermaids - 1996 (Another Sky Remix),indie,51,2020-08-11 01:13:04.225000+00:00,weareplasticmermaids,,,,,,,
POLO G,"Polo G, Stunna 4 Vegas & NLE Choppa feat. Mike WiLL Made-It - Go Stupid",rap,34200000,2020-08-12 20:49:53.472000+00:00,polo.capalot,88,"4,925,597",519,11.90%,"577,328.00","8,700.55",586146
POP SMOKE,Pop Smoke - The Woo (feat. 50 Cent & Roddy Ricch),rap,7440000,2020-08-12 13:58:04.702000+00:00,,,,,,,,
POPPY AJUDHA,Strong Womxn (Stripped),ultimate,364,2020-08-13 01:05:51.174000+00:00,poppyajudha,,,,,,,
Packs Remixes,Especial Packs Ahorro Vol. 1 AL 7 + Especial Bad Bunny (Dj Nev Remixes) MEGAMIX,ultimate,3448,2020-08-14 03:10:07.563000+00:00,djnevoficial,689,"15,824",725,2.25%,347.20,9.04,356
Palaye Royale,Anxiety,ultimate,10800,2020-08-13 14:57:13.011000+00:00,palayeroyale,,,,,,,
Palma Violets,Best of Friends,indie,221,2020-08-11 13:57:31.126000+00:00,palmavioletsofficial,,,,,,,
Pampa Records,PAMPA033: Gerry Read - It'll all be over (DJ Koze Radio Edit Remix),ultimate,130000,2020-08-13 16:50:49.613000+00:00,djkozeofficial,97,"46,234",0,4.81%,"2,156.05",66.6,2224
Patricia Lalor Sings,Sleep Talk,indie,416,2020-08-11 18:37:08.168000+00:00,patricialalor_,,,,,,,
Paul Epworth,Love Galaxy (Guy Gerber's Don't F**k with Cats Remix) [Edit] [feat. Lil Silva],indie,48,2020-08-11 00:31:19.745000+00:00,paulepworth,,,,,,,
Paul Gannon,Marshmello & Juice WRLD - Come & Go (Paul Gannon Bootleg) [Free Download],ultimate,4914,2020-08-13 23:59:02.181000+00:00,paulgannondj,,,,,,,
Paulo Arruda,Brazilian Lounge Collection by Paulo Arruda (2015),ultimate,4072,2020-08-14 03:10:49.087000+00:00,djpauloarruda,"1,156","4,500","1,585",1.44%,61.55,3.45,65
Pawel Bussa #2 (FOLLOW),Movin - Silver Water (Makina Edit),ultimate,14200,2020-08-13 23:58:39.558000+00:00,pawel.bussa,,,,,,,
Pawel Bussa #3 (FOLLOW),Love Story (Pawel Bussa Hardstyle Edit),ultimate,7856,2020-08-13 23:57:16.132000+00:00,pawel.bussa,,,,,,,
Pawel Bussa (FOLLOW),"Calvin Harris, Dua Lipa - One Kiss",ultimate,6866,2020-08-14 00:05:41.387000+00:00,pawel.bussa,,,,,,,
Pearson Sound,Alien Mode (Snippet),indie,0,2020-08-11 00:31:13.911000+00:00,pearsonsound,,,,,,,
Pet Store,(I'm Stuck In A) Haunted Mine,ultimate,89,2020-08-14 02:56:44.298000+00:00,,,,,,,,
Phoebe Green,Reinvent,indie,388,2020-08-11 01:27:38.573000+00:00,ph0ebegreen,,,,,,,
Phoenix,1901,indie,566000,2020-08-11 14:00:03.441000+00:00,wearephoenix,,,,,,,
Photay,Quest Of The Pseudacris,indie,437,2020-08-11 00:29:56.263000+00:00,photay,"1,139","7,703","1,043",6.63%,496.9,14.15,511
Pi-Singer,Magnetic Generation,ultimate,8503,2020-08-13 16:53:48.382000+00:00,ashnimusic,,,,,,,
Pizza Songs,Nessa Barrett - Pain (Slowed & Reverb),ultimate,20700,2020-08-14 03:46:22.286000+00:00,,,,,,,,
Plan B,She Said,rap,35400,2020-08-12 21:02:56.887000+00:00,weareplanbmusic,,,,,,,
,,,,,,,,,,,,
Poesie Musik,Nils Hoffmann feat. Margret - Wherever You Are (Tinlicker Remix) (snippet),indie,12400,2020-08-11 00:28:01.553000+00:00,poesie_musik,,,,,,,
Poohri Acre,Tory Lanez - Convertible Burt Instrumental (Reprod. by RM),rap,3410,2020-08-12 20:40:41.750000+00:00,torylanez,,,,,,,
Poppy,All The Things She Said,ultimate,42500,2020-08-13 03:19:22.587000+00:00,impoppy,,,,,,,
Porridge Radio,Pop Song,indie,521,2020-08-11 19:52:15.529000+00:00,porridgeradi0,,,,,,,
Possum Kid,evaline (1st draft),ultimate,653,2020-08-14 02:57:05.626000+00:00,Possum Kid,,,,,,,
Potter Payper,2020 Vision Freestyle,rap,406000,2020-08-12 19:42:37.515000+00:00,potterpayperhimself,,,,,,,
Powfu,"a world of chaos | feat. ivri, jomie, rxseboy",indie,142000,2020-08-11 01:00:45.724000+00:00,pow.fu,96,"330,951",308,14.52%,"47,310.20",757.35,48054
Press Play Compilations,V9 x Kwengface x Trizzac - 9ZOO,rap,38000,2020-08-12 19:43:32.263000+00:00,,,,,,,,
Pressa (BFR),"Pressa feat. Sleepy Hallow, Sheff G - Head Tap",rap,77500,2020-08-12 20:16:18.829000+00:00,pressa.armani,,,,,,,
Primal Scream,Movin' on Up,indie,0,2020-08-11 14:06:15.573000+00:00,primalscreamofficial,,,,,,,
Princ$,OUTA TIME Retro Synth Trap Type Beat Chill-[Prod by Princ$],ultimate,132,2020-08-16 19:04:32.627000+00:00,,,,,,,,
Princess Nokia,I Like Him,rap,2140000,2020-08-12 20:47:22.479000+00:00,princessnokia,151,"837,238",586,6.00%,"49,755.90",466.35,50234
PrincessPiaMia,Pia Mia-Mr. President,ultimate,3340000,2020-08-13 23:47:39.789000+00:00,princesspiamia,,,,,,,
Problem354,Don't Be Mad At Me (Remix),rap,32200,2020-08-12 20:22:07.001000+00:00,problem354,23,"236,264",807,1.62%,"3,659.94",164.35,3827
Professor Green,Jungle (feat. Maverick Sabre),rap,0,2020-08-12 21:12:10.795000+00:00,professorgreen,83,"861,301","4,134",0.69%,"5,770.25",145.15,5943
Project Storm Recordings,**Coming Soon**The Reproductive System - Our Tribe,ultimate,486,2020-08-14 00:03:42.427000+00:00,project_storm_recordings,,,,,,,
Propeller Recordings,Sløtface - S.U.C.C.E.S.S.,ultimate,5125,2020-08-13 15:00:14.308000+00:00,slotfaceofficial,,,,,,,
Prospa,Ecstasy (Over & Over),ultimate,132000,2020-08-13 03:31:08.691000+00:00,prospa__,228,"10,513",545,5.72%,576.85,24.7,601
Protoje,Same So,rap,6248,2020-08-11 23:20:17.034000+00:00,protoje,,,,,,,
Pulp,Common People,indie,31000,2020-08-11 14:07:00.057000+00:00,slowpulpband,,,,,,,
Puppy,Powder Blue,ultimate,94,2020-08-13 03:24:21.360000+00:00,puppyvybes,423,"5,114",100,6.77%,333.45,12.7,346
Pure Vibes Ent,Pure Vibes Ent & Invasion Crew Live ON IG - Live Sessions Party II 31.07.2020,ultimate,1445,2020-08-14 03:52:55.689000+00:00,purevibesent,,,,,,,
Pynch,Somebody Else,indie,1387,2020-08-11 18:35:52.804000+00:00,pynchmusic,,,,,,,
,,,,,,,,,,,,
Queen Naija,Pack Lite,ultimate,483000,2020-08-13 00:57:53.332000+00:00,queennaija,,,,,,,
RAC,Passion,indie,41000,2020-08-11 02:52:00.569000+00:00,rac,,,,,,,
RAE,Never Meant To Start A Witch Hunt,ultimate,116,2020-08-13 03:28:24.103000+00:00,rae_music_,,,,,,,
RAJI Music,African Girl (feat. Ayo Tori & Baba Raji),rap,6,2020-08-11 23:21:00.136000+00:00,rajimusic,,,,,,,
RNSM,WET (YFN Lucci flip),ultimate,1687,2020-08-16 18:28:06.043000+00:00,rnsmwrld,30,"12,054",5,5.44%,634,21.25,656
ROGANMUSIC,COME TOGETHER (COVER) FT KURTIS JOINSON,ultimate,1813,2020-08-14 03:19:42.818000+00:00,roganmusic,,,,,,,
ROQUISMO,BAD BUNNY X ROQUISMO // ESTAMOS BIEN REMIX [LA CLINICA & DJCITY LATINO EXCLUSIVE],ultimate,0,2020-08-16 19:15:23.716000+00:00,roquegram,60,521,841,--,0,0,#VALUE!
Radiant Children,Mariposa,ultimate,2340,2020-08-13 01:02:29.932000+00:00,theradiantchildren,73,"7,545",10,8.12%,582.75,29.65,613
Radio Juicy,khoa - cabin fever,ultimate,12900,2020-08-16 18:27:21.141000+00:00,radiojuicy,415,"6,023","3,336",3.65%,186.75,32.9,220
Radio Primavera Sound,Too Slow To Disco 1x05 Trans Tropical Airlines,ultimate,0,2020-08-14 02:57:51.821000+00:00,radioprimaverasound,344,"14,047",446,0.46%,61.05,3.45,65
Rafa Barrios,"Sebastian Manuel,Honey Dijon - The mixologist (Rafa Barrios remix)",ultimate,3322,2020-08-13 16:55:32.319000+00:00,rafabarriosdj,"2,204","188,312","5,196",1.47%,"2,609.30",150.1,2768
